hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,is_repeated_guest,previous_cancellations,deposit_type,customer_type,adr,total_of_special_requests
City Hotel,1,27,2015,August,1,3,2,0.0,0,BB,GBR,Complementary,0,0,No Deposit,Transient-Party,121.4,0
City Hotel,0,41,2017,August,0,3,2,2.0,0,BB,GBR,Direct,0,3,No Deposit,Transient-Party,177.24,2
City Hotel,0,136,2016,November,2,3,2,0.0,0,SC,GBR,Offline TA/TO,0,0,No Deposit,Transient-Party,101.6,0
Resort Hotel,1,33,2015,December,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,116.62,0
City Hotel,1,38,2016,June,1,3,1,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient,149.63,0
City Hotel,0,53,2016,November,0,1,2,0.0,0,FB,NLD,Groups,0,0,No Deposit,Transient-Party,70.14,0
City Hotel,1,91,2016,December,0,5,2,2.0,0,FB,GBR,Offline TA/TO,0,0,No Deposit,Transient,111.98,0
City Hotel,1,43,2015,June,2,2,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient-Party,118.98,1
Resort Hotel,0,224,2017,June,0,4,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient-Party,166.06,0
Resort Hotel,0,116,2015,May,2,1,1,0.0,0,FB,ESP,Offline TA/TO,0,0,No Deposit,Transient,82.64,1
City Hotel,1,117,2016,September,1,1,2,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient-Party,128.15,1
City Hotel,0,54,2015,August,1,3,2,0.0,0,FB,PRT,Direct,0,0,No Deposit,Transient,138.9,0
Resort Hotel,0,226,2017,June,0,2,2,0.0,0,BB,FRA,Direct,0,0,No Deposit,Transient,140.93,0
Resort Hotel,0,159,2017,April,1,3,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,70.61,0
Resort Hotel,1,87,2017,August,2,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,125.53,0
City Hotel,1,41,2016,March,1,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,100.23,0
City Hotel,0,24,2017,November,1,2,2,0.0,0,Undefined,PRT,Groups,0,0,No Deposit,Transient,106.27,0
City Hotel,0,62,2016,December,0,1,1,0.0,0,SC,IRL,Online TA,0,0,No Deposit,Contract,114.2,2
City Hotel,0,52,2017,July,1,2,2,3.0,0,Undefined,PRT,Online TA,0,0,No Deposit,Group,133.07,3
Resort Hotel,1,194,2017,September,1,2,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient-Party,125.0,1
City Hotel,0,95,2017,May,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,108.11,0
Resort Hotel,0,98,2016,October,0,2,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,87.83,0
City Hotel,0,155,2017,July,3,5,2,1.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,119.33,2
City Hotel,0,8,2016,January,2,2,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,136.88,1
City Hotel,0,42,2017,March,1,3,2,0.0,0,SC,PRT,Direct,1,0,No Deposit,Transient-Party,68.55,0
City Hotel,1,127,2016,September,0,1,3,0.0,0,SC,FRA,Online TA,0,0,No Deposit,Transient,132.99,3
Resort Hotel,1,177,2015,August,0,2,2,0.0,0,FB,ESP,Online TA,1,0,No Deposit,Transient,144.55,0
City Hotel,0,184,2016,July,0,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Contract,132.35,0
Resort Hotel,0,44,2017,August,1,4,2,1.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient-Party,176.34,0
City Hotel,0,125,2017,June,1,5,2,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient,127.73,0
City Hotel,1,108,2017,November,1,5,1,0.0,0,SC,BEL,Online TA,0,0,No Deposit,Transient,90.99,1
Resort Hotel,0,282,2016,October,0,1,2,0.0,0,Undefined,DEU,Groups,0,0,No Deposit,Transient,72.66,0
City Hotel,0,63,2016,April,3,2,1,0.0,0,BB,ESP,Direct,0,0,No Deposit,Transient,127.96,0
Resort Hotel,0,21,2016,June,0,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,120.59,0
City Hotel,0,176,2017,February,1,5,2,0.0,0,SC,PRT,Online TA,0,1,No Deposit,Contract,100.14,0
Resort Hotel,0,136,2016,December,0,2,3,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient-Party,76.94,0
City Hotel,1,67,2017,March,0,1,1,1.0,0,BB,PRT,Offline TA/TO,0,0,Non Refund,Transient,123.63,0
City Hotel,1,187,2015,July,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,98.11,0
City Hotel,0,54,2016,August,0,1,1,0.0,0,SC,BEL,Groups,0,0,No Deposit,Transient,189.62,0
Resort Hotel,1,55,2017,August,1,2,2,0.0,0,BB,FRA,Direct,0,2,No Deposit,Transient,151.1,0
City Hotel,0,96,2016,April,0,2,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient-Party,88.98,0
Resort Hotel,0,229,2017,July,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,150.14,0
City Hotel,0,100,2017,March,0,0,2,2.0,0,BB,IRL,Direct,0,0,No Deposit,Transient,127.1,1
Resort Hotel,0,203,2016,January,0,4,2,0.0,0,Undefined,BEL,Direct,0,0,No Deposit,Transient,52.75,0
Resort Hotel,0,228,2016,May,2,3,2,0.0,0,SC,GBR,Corporate,0,0,No Deposit,Transient,78.13,3
City Hotel,1,69,2016,April,1,3,1,0.0,1,BB,DEU,Online TA,0,0,No Deposit,Transient,146.62,1
City Hotel,1,55,2016,July,0,4,1,0.0,0,BB,GBR,Groups,0,3,No Deposit,Transient,137.8,0
City Hotel,0,88,2017,May,0,0,1,0.0,0,BB,PRT,Corporate,0,1,No Deposit,Transient-Party,93.9,3
City Hotel,1,139,2017,October,0,1,2,0.0,0,BB,NLD,Corporate,0,0,No Deposit,Transient,108.2,0
City Hotel,0,96,2015,May,1,4,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,95.63,2
Resort Hotel,0,37,2016,June,1,2,1,0.0,0,FB,PRT,Offline TA/TO,0,0,No Deposit,Transient,142.68,2
Resort Hotel,0,236,2016,September,1,1,1,0.0,0,HB,USA,Online TA,0,0,No Deposit,Transient-Party,170.29,2
Resort Hotel,0,113,2016,August,1,2,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,171.37,1
City Hotel,0,22,2017,July,0,2,2,0.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient,132.68,0
City Hotel,0,169,2017,April,0,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,134.36,1
Resort Hotel,0,62,2016,December,1,3,2,1.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,109.87,0
Resort Hotel,0,82,2016,June,1,1,2,0.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient,146.9,2
Resort Hotel,0,86,2016,April,0,1,2,3.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,126.74,1
Resort Hotel,0,95,2015,May,0,3,2,0.0,1,SC,GBR,Online TA,0,0,No Deposit,Contract,85.65,1
City Hotel,1,74,2015,July,1,4,2,2.0,0,BB,PRT,Groups,0,0,Non Refund,Transient,165.73,2
City Hotel,0,46,2016,August,2,4,2,0.0,0,Undefined,PRT,Direct,1,0,No Deposit,Transient,133.13,1
City Hotel,0,5,2015,February,2,3,2,0.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,93.11,2
City Hotel,0,156,2016,June,3,2,1,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,126.92,0
City Hotel,0,61,2016,February,0,6,2,0.0,0,FB,GBR,Online TA,0,0,No Deposit,Transient,87.21,2
Resort Hotel,0,24,2017,May,0,2,2,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,93.23,0
City Hotel,0,58,2015,May,3,2,2,0.0,0,HB,PRT,Online TA,0,2,No Deposit,Transient,135.17,1
City Hotel,1,101,2017,August,1,2,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient-Party,149.84,0
Resort Hotel,0,6,2015,March,0,1,2,2.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,116.2,0
City Hotel,0,164,2017,May,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,72.31,0
Resort Hotel,0,35,2017,January,0,0,2,0.0,0,SC,ESP,Online TA,0,0,No Deposit,Transient-Party,56.79,1
Resort Hotel,1,53,2016,May,2,3,2,0.0,0,BB,BEL,Groups,0,0,Non Refund,Transient-Party,76.83,0
City Hotel,1,57,2015,December,2,2,3,0.0,0,BB,PRT,Online TA,0,1,No Deposit,Transient-Party,114.18,0
City Hotel,1,49,2015,September,1,5,2,0.0,0,SC,PRT,Online TA,0,0,Non Refund,Transient,157.46,0
City Hotel,1,51,2016,August,1,0,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,122.85,0
City Hotel,0,119,2017,June,1,5,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,136.27,1
Resort Hotel,0,140,2015,February,0,6,2,0.0,0,SC,DEU,Online TA,0,0,No Deposit,Transient,85.82,0
City Hotel,0,88,2016,August,2,0,2,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,118.24,0
City Hotel,0,288,2016,September,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,147.7,0
City Hotel,0,23,2017,July,1,2,2,1.0,0,BB,USA,Groups,0,0,No Deposit,Transient,121.78,2
City Hotel,1,195,2016,April,0,3,1,0.0,0,Undefined,PRT,Aviation,0,0,Non Refund,Transient,73.79,0
City Hotel,0,150,2016,December,1,1,2,0.0,0,BB,ESP,Offline TA/TO,1,0,No Deposit,Transient,98.31,0
Resort Hotel,0,281,2017,September,0,2,2,0.0,0,FB,PRT,Online TA,0,0,No Deposit,Transient,165.15,0
City Hotel,1,65,2016,April,1,6,1,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,85.27,0
Resort Hotel,0,39,2016,March,1,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,66.6,0
Resort Hotel,0,62,2015,August,0,1,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,130.28,0
City Hotel,0,16,2016,April,3,1,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,103.06,0
City Hotel,0,49,2017,December,1,5,2,0.0,0,FB,GBR,Online TA,0,0,No Deposit,Transient,110.25,0
Resort Hotel,1,140,2015,October,0,2,2,1.0,0,BB,ITA,Online TA,0,0,Non Refund,Transient,120.28,0
City Hotel,0,62,2017,May,1,1,1,0.0,0,BB,NLD,Direct,0,0,No Deposit,Transient,118.74,0
Resort Hotel,0,119,2017,September,1,3,2,0.0,0,SC,USA,Online TA,1,2,No Deposit,Transient,140.9,0
Resort Hotel,0,118,2016,February,2,2,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Contract,89.68,0
Resort Hotel,0,62,2017,March,1,2,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,96.7,0
City Hotel,0,16,2016,April,1,5,2,1.0,0,BB,DEU,Groups,0,0,No Deposit,Transient,121.52,3
Resort Hotel,0,160,2015,November,1,2,2,0.0,0,BB,BEL,Direct,0,0,No Deposit,Transient,81.01,0
City Hotel,1,88,2016,October,3,6,1,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,102.55,2
Resort Hotel,0,83,2017,December,1,1,2,0.0,0,BB,USA,Online TA,1,0,No Deposit,Transient,77.1,1
Resort Hotel,1,57,2016,June,2,7,1,0.0,0,BB,BEL,Groups,0,1,No Deposit,Transient,133.86,0
City Hotel,0,83,2017,July,0,2,2,0.0,0,BB,USA,Offline TA/TO,0,3,No Deposit,Transient,136.1,0
City Hotel,0,134,2016,November,1,4,2,0.0,0,SC,ITA,Offline TA/TO,0,0,No Deposit,Transient,112.27,0
Resort Hotel,0,114,2017,November,1,2,2,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient,114.9,0
City Hotel,0,90,2016,September,0,3,2,0.0,0,SC,FRA,Corporate,0,0,No Deposit,Transient,124.64,0
City Hotel,0,14,2016,July,5,4,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,131.28,1
Resort Hotel,0,273,2017,August,1,3,2,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,147.33,0
Resort Hotel,0,99,2017,January,1,2,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient-Party,91.81,0
Resort Hotel,0,38,2017,July,1,1,2,0.0,0,SC,USA,Offline TA/TO,0,0,No Deposit,Transient,143.62,1
City Hotel,0,167,2017,November,0,0,2,0.0,0,SC,DEU,Online TA,0,0,No Deposit,Transient,82.39,1
Resort Hotel,1,68,2017,December,1,2,2,0.0,0,BB,GBR,Groups,0,0,Non Refund,Transient,103.27,0
City Hotel,1,135,2016,June,0,3,2,0.0,0,HB,GBR,Direct,0,0,No Deposit,Contract,167.07,2
City Hotel,0,194,2016,July,1,3,2,1.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,154.21,0
City Hotel,1,206,2015,August,1,3,2,0.0,0,SC,PRT,Online TA,0,0,Non Refund,Transient,138.23,1
City Hotel,1,176,2016,July,0,2,2,0.0,0,Undefined,PRT,Groups,0,0,No Deposit,Transient,158.29,0
City Hotel,0,131,2015,October,0,1,2,0.0,0,BB,ESP,Direct,0,0,No Deposit,Transient,94.34,0
City Hotel,1,154,2017,May,0,2,2,0.0,0,SC,PRT,Groups,0,0,No Deposit,Transient-Party,107.88,1
City Hotel,1,70,2016,December,0,2,2,0.0,0,BB,FRA,Direct,0,0,Non Refund,Transient,108.33,0
City Hotel,1,120,2015,October,0,1,2,0.0,0,HB,GBR,Groups,0,2,No Deposit,Transient,104.59,1
Resort Hotel,0,55,2016,August,1,1,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,142.92,0
City Hotel,0,185,2017,August,0,2,1,0.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient,131.74,0
City Hotel,0,172,2016,August,0,5,2,0.0,0,BB,DEU,Corporate,0,0,No Deposit,Transient,124.21,0
Resort Hotel,1,100,2017,February,3,2,3,0.0,0,BB,FRA,Offline TA/TO,0,3,No Deposit,Transient,57.98,0
Resort Hotel,0,32,2016,June,2,1,2,0.0,0,Undefined,ESP,Corporate,0,0,No Deposit,Transient-Party,142.14,1
Resort Hotel,0,292,2016,March,1,3,2,0.0,0,HB,IRL,Offline TA/TO,0,0,No Deposit,Transient,64.14,0
City Hotel,0,18,2016,June,0,3,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient-Party,124.83,0
City Hotel,1,111,2015,June,1,2,2,0.0,0,BB,ESP,Online TA,0,0,Refundable,Transient,127.02,0
City Hotel,0,181,2015,June,0,0,2,0.0,0,FB,ITA,Corporate,0,0,No Deposit,Transient,136.02,2
Resort Hotel,0,157,2017,October,0,5,2,0.0,0,HB,USA,Online TA,0,0,No Deposit,Transient,93.21,1
Resort Hotel,1,130,2017,September,0,1,2,2.0,0,SC,GBR,Offline TA/TO,0,3,No Deposit,Transient,163.21,2
City Hotel,1,90,2016,January,1,2,1,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,142.01,0
Resort Hotel,1,47,2016,March,1,4,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,88.68,0
City Hotel,0,135,2016,April,1,5,2,0.0,0,SC,ESP,Direct,0,0,No Deposit,Contract,132.5,0
Resort Hotel,0,59,2016,March,0,1,1,0.0,1,BB,ESP,Groups,0,0,No Deposit,Transient,103.55,0
Resort Hotel,0,20,2015,April,0,2,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,67.76,1
City Hotel,0,72,2016,June,1,5,1,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,128.41,0
City Hotel,1,139,2015,December,1,1,2,1.0,0,BB,FRA,Direct,0,0,Non Refund,Transient,146.97,0
Resort Hotel,0,145,2016,March,0,0,2,0.0,0,BB,GBR,Groups,0,3,No Deposit,Transient-Party,91.14,3
City Hotel,1,96,2016,January,1,1,2,0.0,0,BB,BEL,Groups,0,0,No Deposit,Transient,77.91,0
City Hotel,0,48,2016,January,1,2,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,150.96,0
City Hotel,1,157,2016,May,0,1,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,80.01,0
Resort Hotel,1,73,2017,February,1,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,Non Refund,Transient,82.77,1
City Hotel,0,210,2017,January,0,0,3,0.0,0,BB,USA,Offline TA/TO,0,0,No Deposit,Transient,87.89,0
City Hotel,0,82,2016,January,0,2,2,1.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,98.43,0
City Hotel,0,25,2016,July,1,3,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,158.4,1
City Hotel,1,125,2016,March,0,4,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,129.42,0
City Hotel,0,81,2016,February,2,5,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,83.71,1
Resort Hotel,0,46,2016,May,0,4,1,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,80.75,1
City Hotel,0,29,2016,September,1,1,2,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,127.26,0
City Hotel,0,107,2016,July,1,3,2,0.0,0,BB,GBR,Corporate,0,0,No Deposit,Transient,130.54,0
City Hotel,1,139,2016,August,1,1,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,142.37,2
City Hotel,1,70,2015,September,2,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,176.38,0
Resort Hotel,1,168,2016,July,2,0,1,0.0,0,BB,GBR,Online TA,0,0,Non Refund,Transient,141.33,0
City Hotel,1,92,2016,December,1,2,2,0.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient,116.84,1
City Hotel,0,51,2017,June,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,127.27,1
City Hotel,0,45,2016,May,0,3,1,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,114.22,0
Resort Hotel,1,125,2016,April,1,2,2,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,111.69,1
City Hotel,1,89,2016,September,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,Non Refund,Transient,163.7,2
City Hotel,0,120,2015,June,3,1,2,0.0,0,BB,PRT,Aviation,0,0,No Deposit,Contract,123.21,0
Resort Hotel,0,40,2017,June,0,3,2,0.0,0,SC,IRL,Direct,0,0,No Deposit,Transient,142.05,1
City Hotel,1,79,2017,September,1,0,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,118.16,0
City Hotel,0,90,2017,March,2,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,115.34,0
City Hotel,0,195,2017,July,0,1,1,0.0,0,BB,USA,Groups,0,0,No Deposit,Transient,132.24,0
Resort Hotel,1,42,2016,November,0,3,2,0.0,0,SC,GBR,Online TA,0,0,Non Refund,Transient-Party,94.45,0
City Hotel,1,78,2015,December,2,1,2,0.0,0,BB,ESP,Online TA,0,0,Non Refund,Transient-Party,104.86,0
Resort Hotel,1,50,2017,June,2,2,2,0.0,0,BB,BEL,Online TA,0,0,Non Refund,Transient-Party,150.83,0
City Hotel,0,84,2017,July,2,4,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,149.99,0
Resort Hotel,0,92,2015,December,0,3,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,73.87,0
City Hotel,0,282,2016,July,1,1,2,2.0,0,BB,DEU,Groups,0,0,No Deposit,Transient-Party,146.6,2
City Hotel,0,147,2017,October,1,5,2,0.0,0,BB,DEU,Direct,0,0,No Deposit,Transient,96.5,1
Resort Hotel,1,32,2017,June,1,3,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,161.36,0
City Hotel,1,22,2017,August,0,2,1,1.0,0,BB,PRT,Direct,0,0,No Deposit,Transient-Party,146.96,0
Resort Hotel,0,47,2015,March,2,1,2,0.0,0,BB,PRT,Online TA,0,1,No Deposit,Transient,87.57,1
City Hotel,1,109,2016,February,1,0,2,0.0,0,SC,PRT,Complementary,0,0,No Deposit,Transient,110.12,0
City Hotel,0,274,2017,June,0,4,2,2.0,0,BB,ITA,Offline TA/TO,1,0,No Deposit,Transient,159.47,0
Resort Hotel,1,28,2016,August,2,3,2,0.0,0,BB,FRA,Online TA,0,0,Non Refund,Contract,168.05,0
City Hotel,0,157,2016,September,0,3,2,2.0,0,HB,BEL,Direct,0,0,No Deposit,Transient,169.48,2
City Hotel,0,78,2017,May,0,5,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient-Party,111.78,0
City Hotel,0,45,2015,October,1,4,2,1.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,119.95,0
City Hotel,1,233,2016,June,0,3,1,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,122.34,0
Resort Hotel,1,42,2015,May,0,5,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,100.28,0
Resort Hotel,1,70,2015,May,2,2,1,0.0,0,BB,DEU,Corporate,0,2,No Deposit,Transient,74.64,0
Resort Hotel,0,58,2017,February,2,1,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,87.22,0
City Hotel,0,140,2016,February,0,2,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,121.35,2
Resort Hotel,0,112,2015,April,1,3,2,0.0,1,SC,FRA,Online TA,0,1,No Deposit,Transient,75.56,0
Resort Hotel,0,190,2016,December,2,3,2,0.0,0,SC,BEL,Online TA,0,0,No Deposit,Transient,95.55,3
City Hotel,1,154,2016,December,1,2,1,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Contract,127.73,0
Resort Hotel,0,65,2017,January,1,3,1,2.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,136.99,3
City Hotel,0,127,2016,April,1,0,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,82.52,1
City Hotel,0,63,2017,November,2,3,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,91.4,1
City Hotel,1,166,2017,June,1,4,3,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,120.94,0
City Hotel,0,35,2016,January,1,0,2,3.0,0,HB,PRT,Corporate,0,1,No Deposit,Transient-Party,139.25,2
City Hotel,1,382,2017,March,2,2,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,85.01,0
Resort Hotel,1,110,2017,February,0,4,2,0.0,0,Undefined,PRT,Complementary,0,0,Non Refund,Transient,99.06,0
Resort Hotel,0,45,2016,May,3,3,2,0.0,0,BB,ESP,Direct,0,0,No Deposit,Transient-Party,73.64,2
City Hotel,1,104,2016,August,0,5,1,2.0,0,BB,ESP,Complementary,0,0,Non Refund,Transient,171.43,1
City Hotel,0,33,2017,October,0,1,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,122.56,1
City Hotel,0,27,2016,July,1,3,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,157.98,1
City Hotel,0,217,2017,June,1,2,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,122.44,1
City Hotel,0,52,2016,August,0,3,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,123.4,0
Resort Hotel,0,90,2016,July,0,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,168.62,1
Resort Hotel,0,140,2016,July,2,3,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,119.38,2
City Hotel,0,142,2016,October,0,3,2,0.0,0,SC,ESP,Online TA,0,0,No Deposit,Transient,94.87,0
City Hotel,0,191,2016,January,3,2,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,111.25,1
Resort Hotel,0,43,2015,May,1,0,2,0.0,0,HB,IRL,Online TA,0,0,No Deposit,Transient,94.54,2
City Hotel,1,189,2016,October,1,1,2,0.0,0,BB,USA,Direct,0,0,Non Refund,Transient,116.03,1
City Hotel,0,89,2016,March,0,5,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,111.93,0
Resort Hotel,0,54,2015,May,0,5,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,76.42,0
City Hotel,1,110,2017,June,2,1,3,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,122.62,1
Resort Hotel,1,27,2016,February,0,1,1,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,77.36,2
City Hotel,0,61,2016,October,2,3,2,0.0,0,SC,BEL,Online TA,0,0,No Deposit,Transient,120.77,0
Resort Hotel,0,228,2016,January,1,1,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,90.1,0
Resort Hotel,0,21,2016,September,0,2,2,0.0,0,HB,DEU,Online TA,0,0,No Deposit,Transient-Party,111.92,3
Resort Hotel,0,92,2016,February,0,3,2,0.0,0,BB,IRL,Direct,0,0,No Deposit,Transient,122.26,0
City Hotel,1,103,2015,April,1,2,2,1.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,125.12,0
City Hotel,0,105,2015,October,0,4,2,0.0,0,BB,DEU,Corporate,0,0,No Deposit,Transient,132.89,2
City Hotel,0,50,2016,January,2,2,1,0.0,0,HB,PRT,Groups,0,0,No Deposit,Transient-Party,112.57,0
City Hotel,0,106,2016,June,0,5,2,0.0,0,BB,DEU,Corporate,0,0,No Deposit,Transient,146.78,1
City Hotel,0,48,2016,December,0,5,2,0.0,0,FB,FRA,Direct,0,0,No Deposit,Transient,131.2,0
City Hotel,0,120,2016,December,0,3,3,1.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,131.8,1
Resort Hotel,0,163,2017,October,0,2,2,0.0,0,BB,DEU,Groups,0,0,No Deposit,Transient,107.3,1
City Hotel,1,32,2016,April,0,5,2,0.0,0,BB,USA,Online TA,0,0,No Deposit,Transient,145.86,1
Resort Hotel,0,135,2015,February,2,2,2,0.0,0,SC,DEU,Online TA,0,0,No Deposit,Transient,86.34,0
Resort Hotel,0,7,2017,June,0,2,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient-Party,123.01,0
City Hotel,0,31,2015,January,0,4,1,1.0,0,Undefined,ITA,Offline TA/TO,0,0,No Deposit,Transient,111.49,0
City Hotel,0,85,2017,May,1,0,2,0.0,0,SC,DEU,Online TA,0,0,No Deposit,Transient,130.81,3
City Hotel,1,146,2015,July,0,1,2,0.0,0,BB,BEL,Offline TA/TO,0,0,No Deposit,Transient,124.76,1
Resort Hotel,0,38,2017,February,1,2,2,0.0,0,SC,DEU,Groups,0,0,No Deposit,Transient,86.05,2
Resort Hotel,1,88,2017,August,0,2,2,0.0,0,BB,ESP,Online TA,0,0,Non Refund,Transient,132.38,1
Resort Hotel,0,68,2017,August,0,1,2,0.0,0,SC,ITA,Online TA,0,0,No Deposit,Transient,160.63,0
Resort Hotel,0,148,2016,May,0,6,1,2.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,126.93,1
City Hotel,1,23,2017,March,0,3,2,0.0,0,BB,PRT,Groups,0,0,Non Refund,Transient,99.83,0
